Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,Sales_Lag_1,Sales_Lag_2,Sales_Lag_4,Sales_Lag_52,Sales_Rolling_Mean_4
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,4,1495064.75,1541102.38,1553191.63,1545418.53,1541544.205
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,4,1614259.35,1495064.75,1576818.06,1466058.28,1556811.135
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,4,1559889.0,1614259.35,1541102.38,1391256.12,1552578.87
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,4,1564819.81,1559889.0,1495064.75,1425100.71,1558508.2275
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,4,1455090.69,1564819.81,1614259.35,1603955.12,1548514.7125
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,4,1629391.28,1455090.69,1559889.0,1494251.5,1552297.695
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,4,1604775.58,1629391.28,1564819.81,1399662.07,1563519.34
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,4,1428218.27,1604775.58,1455090.69,1432069.95,1529368.955
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,4,1466046.67,1428218.27,1629391.28,1615524.71,1532107.95
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,4,1635078.41,1466046.67,1604775.58,1542561.09,1533529.7325
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,4,1588948.32,1635078.41,1428218.27,1503284.06,1529572.9175
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,4,1532114.86,1588948.32,1466046.67,1422711.6,1555547.065
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,4,1438830.15,1532114.86,1635078.41,1492418.14,1548742.935
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,4,1488538.09,1438830.15,1588948.32,1546074.18,1512107.855
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,4,1534849.64,1488538.09,1532114.86,1448938.92,1498583.185
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,4,1455119.97,1534849.64,1438830.15,1385065.2,1479334.4625000001
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,4,1396926.82,1455119.97,1488538.09,1371986.6,1468858.63
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,4,1352219.79,1396926.82,1534849.64,1605491.78,1434779.0550000002
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,4,1624383.75,1352219.79,1455119.97,1508237.76,1457162.5825
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,4,1525147.09,1624383.75,1396926.82,1513080.49,1474669.3625
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,4,1530761.43,1525147.09,1352219.79,1449142.92,1508128.0150000001
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,4,1464693.46,1530761.43,1624383.75,1540163.53,1536246.4324999999
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,4,1550229.22,1464693.46,1525147.09,1507460.69,1517707.8
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,1540471.24,1550229.22,1530761.43,1430378.67,1521538.8375
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,1514259.78,1540471.24,1464693.46,1351791.03,1517413.425
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,1380020.27,1514259.78,1550229.22,1453329.5,1496245.1275
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,1394561.83,1380020.27,1540471.24,1508239.93,1457328.28
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,1630989.95,1394561.83,1514259.78,1459409.1,1479957.9575
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,1493525.93,1630989.95,1380020.27,1345454.0,1474774.4949999999
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,1502562.78,1493525.93,1394561.83,1384209.22,1505410.1225
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,1445249.09,1502562.78,1630989.95,1551659.28,1518081.9375
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,1697229.58,1445249.09,1493525.93,1494479.49,1534641.845
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,1594938.89,1697229.58,1502562.78,1483784.18,1559995.085
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,1539483.7,1594938.89,1445249.09,1955624.11,1569225.315
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,2033320.66,1539483.7,1697229.58,1548033.78,1716243.2075
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,1584083.95,2033320.66,1594938.89,1682614.26,1687956.8
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,1799682.38,1584083.95,1539483.7,1891034.93,1739142.6725
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,1881176.67,1799682.38,2033320.66,2387950.2,1824565.915
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,2270188.99,1881176.67,1584083.95,1367320.01,1883782.9975
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,1497462.72,2270188.99,1799682.38,1444732.28,1862127.69
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,1550369.92,1497462.72,1881176.67,1391013.96,1799799.575
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,1459601.17,1550369.92,2270188.99,1327405.42,1694405.7
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,1394393.84,1459601.17,1497462.72,1316899.31,1475456.9125
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,1319325.59,1394393.84,1550369.92,1606629.58,1430922.6300000001
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,1636339.65,1319325.59,1459601.17,1649614.93,1452415.0625
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,1802477.43,1636339.65,1394393.84,1686842.78,1538134.1275
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,4,1819870.0,1802477.43,1319325.59,1456800.28,1644503.1675
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,1539387.83,1819870.0,1636339.65,1636263.41,1699518.7275
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,1688420.76,1539387.83,1802477.43,1553191.63,1712539.0050000001
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,1675431.16,1688420.76,1819870.0,1576818.06,1680777.4375
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,1677472.78,1675431.16,1539387.83,1541102.38,1645178.1324999998
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,1511068.07,1677472.78,1688420.76,1495064.75,1638098.1925
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,1649604.63,1511068.07,1675431.16,1614259.35,1628394.16
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,1899676.88,1649604.63,1677472.78,1559889.0,1684455.59
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,1621031.7,1899676.88,1511068.07,1564819.81,1670345.32
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,1521577.87,1621031.7,1649604.63,1455090.69,1672972.77
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,4,1468928.37,1521577.87,1899676.88,1629391.28,1627803.705
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,1684519.99,1468928.37,1621031.7,1604775.58,1574014.4825
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,4,1611096.05,1684519.99,1521577.87,1428218.27,1571530.57
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,4,1595901.87,1611096.05,1468928.37,1466046.67,1590111.57
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,1555444.55,1595901.87,1684519.99,1635078.41,1611740.615
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,1624477.58,1555444.55,1611096.05,1588948.32,1596730.0125000002
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,1697230.96,1624477.58,1595901.87,1532114.86,1618263.74
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,1630607.0,1697230.96,1555444.55,1438830.15,1626940.0225
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,4,1527845.81,1630607.0,1624477.58,1488538.09,1620040.3375
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,1540421.49,1527845.81,1697230.96,1534849.64,1599026.315
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,1769854.16,1540421.49,1630607.0,1455119.97,1617182.115
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,1527014.04,1769854.16,1527845.81,1396926.82,1591283.875
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,1497954.76,1527014.04,1540421.49,1352219.79,1583811.1124999998
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,1439123.71,1497954.76,1769854.16,1624383.75,1558486.6675
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,4,1631135.79,1439123.71,1527014.04,1525147.09,1523807.075
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,4,1592409.97,1631135.79,1497954.76,1530761.43,1540156.0575
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,4,1597868.05,1592409.97,1439123.71,1464693.46,1565134.3800000001
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,4,1494122.38,1597868.05,1631135.79,1550229.22,1578884.0475
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,4,1582083.4,1494122.38,1592409.97,1540471.24,1566620.95
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,4,1661767.33,1582083.4,1597868.05,1514259.78,1583960.29
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,4,1517428.87,1661767.33,1494122.38,1380020.27,1563850.4949999999
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,4,1506126.06,1517428.87,1582083.4,1394561.83,1566851.415
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,4,1437059.26,1506126.06,1661767.33,1630989.95,1530595.3800000001
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,4,1670785.97,1437059.26,1517428.87,1493525.93,1532850.04
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,4,1573072.81,1670785.97,1506126.06,1502562.78,1546761.0250000001
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,4,1508068.77,1573072.81,1437059.26,1445249.09,1547246.7025
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,4,0.0,0.0,0.0,0.0,0.0
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,4,2136989.46,0.0,0.0,0.0,0.0
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,4,2137809.5,2136989.46,0.0,0.0,0.0
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,4,2124451.54,2137809.5,0.0,0.0,0.0
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,4,1865097.27,2124451.54,2136989.46,0.0,2066086.9425
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,4,1991013.13,1865097.27,2137809.5,0.0,2029592.8599999999
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,4,1990483.78,1991013.13,2124451.54,0.0,1992761.43
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,4,1946070.88,1990483.78,1865097.27,0.0,1948166.265
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,4,1750197.81,1946070.88,1991013.13,0.0,1919441.4
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,4,2066187.72,1750197.81,1990483.78,0.0,1938235.0475
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,4,1954689.21,2066187.72,1946070.88,0.0,1929286.405
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,4,1874957.94,1954689.21,1750197.81,0.0,1911508.17
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,4,1821990.93,1874957.94,2066187.72,0.0,1929456.45
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,4,1802450.29,1821990.93,1954689.21,0.0,1863522.0925
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,4,2042581.71,1802450.29,1874957.94,0.0,1885495.2175
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,4,1880752.36,2042581.71,1821990.93,0.0,1886943.8224999998
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,4,1896937.1,1880752.36,1802450.29,0.0,1905680.365
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,4,1957113.89,1896937.1,2042581.71,0.0,1944346.265
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,4,2102539.93,1957113.89,1880752.36,0.0,1959335.82
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,4,2025538.76,2102539.93,1896937.1,0.0,1995532.42
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,4,2001636.96,2025538.76,1957113.89,0.0,2021707.385
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,4,1939927.09,2001636.96,2102539.93,0.0,2017410.685
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,4,2003940.64,1939927.09,2025538.76,0.0,1992760.8625
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,4,1880902.62,2003940.64,2001636.96,0.0,1956601.8275000001
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,4,1845879.79,1880902.62,1939927.09,0.0,1917662.5350000001
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,4,1781717.71,1845879.79,2003940.64,0.0,1878110.1900000002
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,4,1804246.16,1781717.71,1880902.62,0.0,1828186.5699999998
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,4,1991909.98,1804246.16,1845879.79,0.0,1855938.41
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,4,1895601.05,1991909.98,1781717.71,0.0,1868368.7249999999
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,4,1964335.23,1895601.05,1804246.16,0.0,1914023.105
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,4,1863840.49,1964335.23,1991909.98,0.0,1928921.6875
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,4,1904608.09,1863840.49,1895601.05,0.0,1907096.215
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,4,1839128.83,1904608.09,1964335.23,0.0,1892978.1600000001
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,4,1793903.6,1839128.83,1863840.49,0.0,1850370.2525
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,4,1724557.22,1793903.6,1904608.09,0.0,1815549.435
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,40,4,1827440.43,1724557.22,1839128.83,0.0,1796257.52
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,4,1849921.44,1827440.43,1793903.6,0.0,1798955.6724999999
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,4,1794355.49,1849921.44,1724557.22,0.0,1799068.645
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,4,1737947.64,1794355.49,1827440.43,0.0,1802416.2499999998
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,4,1802755.11,1737947.64,1849921.44,0.0,1796244.92
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,4,1939061.41,1802755.11,1794355.49,0.0,1818529.9125
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,4,1916812.74,1939061.41,1737947.64,0.0,1849144.225
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,4,1956739.17,1916812.74,1802755.11,0.0,1903842.1075
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,4,2658725.29,1956739.17,1939061.41,0.0,2117834.6525
